place_name,address,lat,lon,tags,description,category_clean,governorateId
Bill Bentley pub,"Hurghada, Red Sea, Egypt",27.1799869,33.8071984,"cozy, local_favorite, nightlife","Bill Bentley pub is located on the food hall’s mezzanine floor in Hurghada, positioned between Burger King and Costa Coffee. It offers a distinctive setting for enjoying drinks within a bustling food hall environment. The venue appears to blend a casual pub atmosphere with a strategic location among popular eateries.",food_drink,27
Egyptian Restaurant,,27.2192068,33.8377032,"budget_friendly, local_favorite, restaurant","Cairo presents a bustling restaurant scene, catering to diverse tastes, from traditional Egyptian fare to international cuisine. A base capital of EGP 250,000 (around USD 14,000) is required. In the event of public contribution, a base capital of EGP 500,000 is required, with 25 percent being redeemed at the constitution.",food_drink,9
Café des Fleurs,The Drive by Waterway,27.1933305,33.8351531,"cafe, cozy, local_favorite","## For prices or quotations requests, please contact us or fill the below form stating the reference number and quantities needed. Use left/right arrows to navigate the slideshow or swipe left/right if using a mobile device press the space key then arrow keys to make a selection",food_drink,27
Mangolian Restaurant,"Palm Hills, Sheikh Zayed, Egypt",27.3082858,33.7195543,"fine_dining, luxury, restaurant","Plates aligned, flames lowered, perfection timed to the moment they walk in. For reservations: DM or call 01024004813. Behind the scenes, a gentle urgency.",food_drink,9
Lagoona Restaurant,"4 Latin America Street, Garden City, Cairo, Egypt",27.159418,33.8286399,"cozy, local_favorite, restaurant","Lagoona Restaurant is a dining venue located in Cairo, Egypt. It is part of the growing Egyptian foodservice market, which in 2019 recorded an increase in the number of restaurants and a rise in sales revenue. The establishment likely offers a variety of culinary options to locals and visitors, supported by contact details such as a phone number and email commonly used by regional eateries.",food_drink,9
Marhaba Oriental Cafe,"King Khufu Center, Giza, Egypt",27.1586495,33.8259416,"cafe, instagrammable, local_favorite, scenic, tourist_hotspot","Marhaba Oriental Cafe, also known as elan_cafe, is situated inside the King Khufu Center in Giza, near the Pyramids of Giza. The café invites visitors to dine at this iconic landmark, offering a unique experience merging Egyptian heritage with modern café culture. It is promoted on Instagram with posts highlighting visits and events.",food_drink,10
Elkhema Cafe,"Cairo, Egypt",27.2445287,33.8426408,"cafe, cozy, kid_friendly",Elkhema Cafe is listed as a cafe in the Egyptian business directory. It is situated in Cairo and operates within the Cafes and Coffee Shops category. The establishment offers coffee and light meals in a relaxed setting.,food_drink,9
Royal Palm,"2200 N. Commerce Parkway, Suite 200 Weston, Florida 33326",27.1736539,33.8246769,"fine_dining, luxury, scenic",It is in this idyllic setting that the beautiful white wicker seats await the gourmets for a fresh lunch break. The light and contemporary cuisine of L Olivier is the promise of a getaway in the heart of Mediterranean flavours.,food_drink,9
Blue Horizon,"Tödistrasse 61, Zurich, ZH 8002, CH",27.1743634,33.8264272,"adventure, beach, guided_tours, nature","Blue Horizon - Diving Holidays - Master Liveaboards

## Where Blue Horizon operates

Northern Red Sea

Egypt North - Itinerary Map

Northern Red Sea Wrecks & Reefs

Strait of Tiran and North

Northern Red Sea & Brothers

Red Sea Wrecks

Southern Red Sea

Rocky, Zabargad & St Johns

Daedalus & St. Johns

Best of Red Sea

Deep South

Search for a trip

## Itineraries for Blue Horizon

#### Ultimate Red Sea (10 nights)

Prices from US$ 2300

View Itinerary

#### Rocky, Zabargad & St Johns

Prices from US$ 1610

View Itinerary

#### Daedalus and St Johns

Prices from US$ 1610

View Itinerary

#### Brothers, Daedalus & Elphinstone

Prices from US$ 1610

View Itinerary

#### Northern Red Sea and Brothers

Prices from US$ 1155

View Itinerary

#### Strait of Tiran & North

Prices from US$ 1155

View Itinerary

## Overview

##### 9.28

Excellent

46 reviews

|  |  |
 --- |
| Vessel Type | Motor |
| Built | 2006 |
| Refit | 2024 |
| Length | 41m |
| Width | 8.75m |
| Capacity | 26 |
| Hull | Wood |

View deckplan

Blue Horizon - Deckplan 2024

###### Nitrox

Surcharge

###### Wifi

Free (when available)

###### Equipment

Surcharge

###### Tech Friendly

Yes",activities,27
Beach Club,"27.1762754, 33.8278323",27.1762754,33.8278323,"beach, luxury, spa","We are located on a spectacular north shore beach, just one mile from the center of town. Our hotel offers our guests an intimate resort experience found nowhere else on the island of Nantucket. We are located on a spectacular north shore beach, just one mile from the center of town.",relaxation,27
Arabesque,"CASA COOK Hotel Kite Center Road,El Gouna",27.1748521,33.8247079,"cozy, family_friendly, restaurant","Our experience begins with two men who are native to the Middle East. They were constantly surrounded by big family meals with incredible food growing up. Arabesque Restaurant offers a taste of Egyptian tradition with Middle Eastern flavors, featuring dishes such as grilled chicken kebabs, bechamel pasta tagine, and seafood tagine.",food_drink,27
Italian Restaurant,Park St. Zayed Cairo,27.176318,33.8255032,"cozy, fine_dining, restaurant","Welcome to Norma, where Sicilian flavours go wild and every heartbeat brings us closer together! Our contemporary restaurant celebrates the warmth of Southern Italian hospitality, bringing Sicily to life in every bite. Start with antipasti, enjoy homemade pasta, risotto, or gnocchi, or go for a freshly baked pizza from our Italian oven.",food_drink,27
Vienna Café,"9th Dest -Block 18029, Mohamed Al Qasabgy St - Building 6, Cairo, Al Obour City 11811, Egypt",27.1756681,33.8251588,"historical_site, landmark, tourist_hotspot","Perhaps the most central of all the locations featured here: around halfway between Stephansdom cathedral and the Hofburg palace.

Dorotheergasse 6, 1010 Vienna | My full review",food_drink,9
Restaurant Kawser,,27.1943907,33.8290198,"budget_friendly, local_favorite, restaurant","Restaurant Kawser is an Egyptian restaurant located in Cairo, Egypt. It is listed under the Egyptian Restaurants category and provides dining options within the city.",food_drink,9
Magalina,"2 Abbas El Akkad St., Nasr city, Cairo",27.1899154,33.8334914,"cozy, local_favorite, restaurant, tourist_hotspot","Magalina is a restaurant situated in Nasr City, Cairo, offering a variety of Egyptian dishes in a relaxed setting. The venue is located at 2 Abbas El Akkad Street, near major office buildings, making it convenient for professionals. Its interior features modern decor and comfortable seating, catering to both individual diners and groups.",food_drink,9
Airport Cafe,"Airport Area, Heliopolis, Cairo Inside Cairo International Airport - TB 1",27.1807142,33.8077589,"budget_friendly, cafe, family_friendly","Airport Cafe is a fast‑service café that offers coffee, bakery items and a wide variety of quality products at fair prices. It operates in many locations across Cairo and Alexandria, including outlets inside Cairo International Airport and major malls. The brand highlights friendly staff, clean restrooms and prompt, efficient checkout service.",food_drink,9
Burger King,"166 El Hejaz street, Cairo, 02, EG",27.1794073,33.807347,"fast_food, restaurant, tourist_hotspot","The opening of the first Burger King restaurant will take place during the first half of 2007, at Egypt’s City Stars Mall in Cairo, one of the largest shopping malls in the region. Burger King Corp., operator of the world's second-largest hamburger chain, said Thursday its European division reached an agreement to open restaurants in Egypt and other countries in north Africa.",food_drink,9
Go Cafe,"on El Nozha Street, next to City Star, Nasr City",27.179903,33.8074585,"cafe, cozy, local_favorite","Go Cafe is a commercial cafe situated in a prime location within Egypt, offering coffee and light meals in a modern setting. The establishment benefits from a high‑traffic address that attracts both locals and visitors seeking a relaxed environment. Its contemporary interior and strategic positioning make it a notable spot in the neighborhood.",food_drink,9
Elite Gourmet,"Taha Hussein Street, Zamalek, Cairo, EG",27.1812964,33.8073619,"cozy, instagrammable, local_favorite, luxury","Gourmet Egypt is a premium gourmet retailer founded in 2006 that offers high‑end food ingredients, ready‑to‑cook and ready‑to‑eat meals, and a curated selection of organic and specialty products. The company has expanded to more than 21 stores across Egypt, emphasizing consistency, trust, and quality. Its flagship location is on Taha Hussein Street in Zamalek, Cairo, where it continues to serve customers seeking gourmet experiences.",food_drink,9
Terminal 2 Aero Cafe,"عماره ايموبيليا، 26 Sherif Basha, Bab Al Louq, Abdeen, Cairo Governorate 11518, Egypt",27.1878713,33.8064435,"cafe, cozy, restaurant","Metropolitan Restaurant & Cafe AERO Club Of Egypt is a dining establishment situated at 26 Sherif Basha, Abdeen, Cairo Governorate, Egypt. The venue operates as both a restaurant and a cafe, offering food and beverage services to customers. It is listed with a rating of 0.00 and no recorded reviews.",food_drink,9
Aïcha Café Restaurant,"20 Asmaa Zaghloul St., Off El Tayaran St., Nasr city, Cairo Behind Sonesta Hotel, Tower & Casino Cairo",26.9625561,33.8781186,"cafe, cozy, restaurant","The Location Restaurant & Cafe is located at 20 Asmaa Zaghloul Street, off El Tayaran Street in Nasr City, Cairo, behind the Sonesta Hotel, Tower & Casino. It operates as a cafe and restaurant serving international cuisine, with options for dine‑out and home delivery. The venue is categorized under cafes and coffee shops and international restaurants.",food_drink,9
Canaria restaurant,"8 El Saad El Aly Street, Dokki, Giza, Egypt",27.2588563,33.8191279,"budget_friendly, local_favorite, restaurant","Canaria restaurant is part of Egypt's food service sector, which in 2019 saw the number of restaurants increase to 40,605, up by over a thousand from 2018. The sector's sales reached $7.5  billion, a 14% rise from the previous year.",food_drink,10
Good place to eat local food,"Abdel Khalek Tharwat Street, Cairo, Egypt",27.2509477,33.8143857,"budget_friendly, local_favorite, street_food","In nearby Zamalek, check out Cairo Kitchen (here) for clean Egyptian food; their Ro’a’ is incredible; it’s a typical Egyptian crispy phyllo meat pie. The gorgeous Abu Elsid (here) is nostalgic without being touristy—eat the duck!",food_drink,9
Coffee & shisha,"Cairo, Egypt",27.2510927,33.8145395,"cafe, cozy, local_favorite, tourist_hotspot",The aroma of Egyptian Hookah (shisha) served to you with various flavors at Alf Leila Shisha Café amidst an authentic setting. There’s no better combination than a cup of Tea as you exhale your hookah.,food_drink,9
bodega,"157 26th of July Street Balmoral Hotel, Zamalek, Global",27.3959537,33.6752033,"cozy, fine_dining, local_favorite","La Bodega Egypt revives the classic dining experience of the early 1930s in a modern, contemporary form, creating a nostalgic sensory experience. Located in Zamalek's historical landmark, the Baehler Mansion, Aperitivo Bar and Restaurant serves Italian cuisine inspired by the aperitivo bars of Milan. During the summer season, La Bodega Egypt is open in Marassi's Golf Academy, serving Mediterranean cuisine.",food_drink,9
Skazka Cafe,"9th Dest -Block 18029, Mohamed Al Qasabgy St - Building 6, Cairo, Al Obour City 11811, Egypt",27.2138536,33.8393715,"budget_friendly, cafe, cozy","Skazka Cafe is a café situated in Egypt that provides a selection of coffee and light dishes. Customers can browse its menu and place orders through Talabat, enjoying fast delivery to their door. The venue is part of the diverse culinary scene in the region.",food_drink,26
Il Forno di Amelia,U Venues,27.3956458,33.6753984,"cozy, family_friendly, restaurant","Zia Amelia Italian Restaurant & Pizzeria is a family-owned restaurant founded in 2012 in El Gouna, bringing a slice of Italy to Egypt with passion and dedication to authentic cuisine, and after more than ten years it expanded to New Cairo in 2024, located at U Venues. Each dish brings the true flavors of Italian cooking to guests’ tables, and as a Neapolitan family it takes particular pride in its pizza, made with flour and tomatoes imported directly from Italy in the authentic Neapolitan style.",food_drink,9
Chicha Restaurant & Bar,"El Gouna, Hurghada, Red Sea Governorate, Egypt",27.3957244,33.6751932,"cozy, nightlife, restaurant","Open until 11:00 PM. 12:00 PM - 11:00 PM. Phone:+20 122 775 5888. El Gouna, Hurghada, Red Sea Governorate, Egypt.",food_drink,27
Tabark,"20 Asmaa Zaghloul St., Off El Tayaran St., Nasr city, Cairo Behind Sonesta Hotel, Tower & Casino Cairo",27.2551765,33.8091281,"cafe, local_favorite, restaurant","Search. Find. Connect!

Connect with businesses in Egypt by phone, address, website,  
 email, maps, ratings, reviews and much more …",food_drink,9
Abo omar pizza restaurant,44 Ibrahim El Khalel Street,27.1961206,33.8248886,"budget_friendly, restaurant, street_food","# Abo Omar Restaurant in Sidi Besher Qebly, Egypt Sandwiches, Beverages, Egyptian There are no items in your cart",food_drink,9
Bus Stop,"Bus Stop, Tawaya – Building (F), Old Town, Sahl Hasheesh, Hurghada",27.0483986,33.8936262,"beach, family_friendly, nightlife","Bus Stop is a pop themed family bar, restaurant and lounge – It is well known for its lively vibe and unforgettable nights. The original Bus Stop was first found in Naama Bay, Sharm El Sheikh in the year 1988. Nowadays Bus Stop can be found in several other locations across Egypt while each of its venues offers quality hospitality and entertainment.",food_drink,27
Aros Elbhr Seafood Restaurant,"Alexandria-Matrouh Road, El Hanouvel, in front of the Electricity Company",27.2181663,33.8370487,"local_favorite, restaurant, tourist_hotspot","Aros Elbhr Seafood Restaurant is a seafood restaurant located on Alexandria‑Matrouh Road in the El Hanouvel area, in front of the Electricity Company. The venue offers a menu of seafood dishes and provides delivery hotline numbers 01274999937, 01095255500, and 01200058273. Multiple branches across Egypt are listed, with the main branch updated as of 2024‑11‑26.",food_drink,4
Abu Omar Hawawshi,,27.2178607,33.8371161,"budget_friendly, fast_food, local_favorite, restaurant, street_food","Abu Omar Hawawshi is a halal Mediterranean street‑food outlet that began as a food truck and now operates multiple locations, known for its specialty chicken shawarma and traditional Middle Eastern dishes. The brand emphasizes authentic flavors, fast‑paced service, and a franchise model that supports new owners while offering catering and private events.",food_drink,27
Abo Adam Rest,Nasr City,27.2184087,33.837025,"fast_food, local_favorite, restaurant","Their best selling dishes are Zinger, Super Crunchy, Super Crunchy Crepe Pizza and Liver, although they have a variety of dishes and meals to choose from like Crepes, Syrian, Sandwiches, Pizza, Burgers, Breakfast, Egyptian, Koshary. They have been reviewed 1000 times by talabat users, with a rating of 4.2.",food_drink,9
Koshary Star Tahrir,"7 Abbas El-Akkad, Al Manteqah Al Oula, Nasr City, Cairo Governorate 4450226, Egypt",27.2182962,33.8370216,"budget_friendly, local_favorite, restaurant, street_food","Another option is the koshary-only restaurant called Abo Tareq, located in downtown Cairo. Koshary from Koshary El Tahrir is a must if you want to experience the best in Egypt. If you want to experience what most say is the best koshary in Egypt (besides homemade, of course), head to one of the locations of Koshary el-Tahrir.",food_drink,9
"Egyptian restaurant ""Tablia""","El Tahrir, Cairo, Egypt",27.2196148,33.8348102,"historical_site, restaurant, tourist_hotspot","A journey through history now comes with a taste of Authentic Egyptian Plates. Welcome aboard Tabali’s branch at the Egyptian Museum, El Tahrir, where Egypt’s history is not only seen… but tasted. Join us this week and enjoy 50% discount in celebration of the Grand Egyptian Museum Opening!",food_drink,9
El Dar Darak Restaurant,"Nazlet Al Seman, Egypt",27.2157415,33.8379927,"cozy, family_friendly, local_favorite, restaurant","El Dar Darak is a charming and cozy restaurant nestled in Nazlet Al Seman, Egypt, just a short distance from the iconic Giza pyramids. It offers a pleasant atmosphere with welcoming staff and excellent service, making it a great spot to unwind after a day of sightseeing. The restaurant specializes in a wide variety of dishes, with options ranging from grilled meats to fresh seafood.",food_drink,10
Zahra,"Kilo 123 of International Coastal Road, also known as Alexandria - Marsa Matroh Road, El Alamein City, Egypt",27.2149203,33.8386034,"beach, family_friendly, nature, tourist_hotspot","Zahra North Coast is considered a top-notch coastal, tourist, and hospitality destination. With a massive total land area of 990 acres, and only 17% built-up area, with 83% greenery, the resort is a huge, fully-integrated mixed-use project with a commercial strip and a business district. Zahra North Coast enjoys a strategic location on Kilo 123 of International Coastal Road, also known as Alexandria - Marsa Matroh Road.",activities,26
Abo Omar Hawawshy,,27.21994,33.8332423,"budget_friendly, family_friendly, restaurant, street_food","Abo Omar Hawawshy is a halal food outlet offering shawarma wraps, signature Arabi meals, rice bowls, and family platters. The menu includes items such as falafel balls, fried cauliflower, loaded burritos, and various beverage options, with prices ranging from $1.30 to over $20. Customers can order online for delivery or pickup.",food_drink,27
جزارة أولاد هارون,"Cairo, Egypt",27.2201138,33.8332088,"instagrammable, local_favorite, restaurant","Haroun & Zika Restaurant, Cairo: See unbiased reviews of Haroun & Zika Restaurant on Tripadvisor. Adam’s is a great and unique place to go to❤️❤️❤️❤️",food_drink,9
The SnackShack El Gouna,"Downtown, El Gouna, Egypt",27.3960452,33.6752077,"cozy, local_favorite, restaurant, tourist_hotspot","The SnackShack El Gouna is a vibrant dining venue located in the Downtown district of El Gouna, offering a variety of themed events such as Friday BBQ Night, Sea Food Buffet, and Bedouin Night. It provides a lively atmosphere with diverse culinary options, ranging from local to international flavors. The venue is known for its engaging entertainment and is a popular spot for both tourists and locals seeking a dynamic dining experience.",food_drink,27
Carlito’s Cafe,"10832 W Katella Ave, Anaheim, CA 92804, United States",27.2047573,33.8483368,"cafe, restaurant, street_food","The BEST koshary I've had in the US! Ever since acquiring the taste in Egypt, it's always been hard to find it here in the US but last night, on a Monday at 11pm, Cairo Restaurant really satiated! We came here to try the Egyptian food as we are studying various countries and Cultures and had just studied up on Egypt.",food_drink,9
Sunny Restaurant,"Cairo, Egypt",27.3994393,33.6735839,"budget_friendly, local_favorite, restaurant","Sunny Restaurant is a food service establishment operating in Cairo, Egypt. It is listed among the numerous restaurant and food service companies in the Egyptian market, reflecting the vibrant culinary scene. The restaurant contributes to the diverse dining options available in the city.",food_drink,9
Makisu Sushi & Wok,,27.1914185,33.8264715,"fine_dining, local_favorite, restaurant","Our restaurant ""Makisu Sushi & Wok"" is one of the few establishments in the city of Hurghada that can boast such an abundance of Japanese dishes. Excellent Japanese restaurant in Hurgada",food_drink,27
Red Sea Prince,SLS The Red Sea,27.2219528,33.8373941,"cafe, cozy, luxury, restaurant","Red Sea Prince is a venue at SLS The Red Sea that hosts several dining concepts, including the Italian restaurant Fi’lia, the daytime lounge The Perch, the all‑day café Deluxe, the Japanese‑influenced Floating World, and the Seabird venue. It offers seasonal promotions such as 25% off stays and emphasizes bold flavors, family‑style hospitality, and vibrant cocktails. The space blends polished and playful design with poolside amenities.",food_drink,27
Delicious,"9th Dest -Block 18029, Mohamed Al Qasabgy St - Building 6, Cairo, Al Obour City 11811, Egypt",27.2422223,33.840028,"cafe, cozy, hidden_gem, local_favorite","Delicious is a cold‑brew coffee roastery and wholesale retailer located in Al Obour City, Cairo, Egypt. It operates within the beverage consulting and café development sector, offering coffee roasting, training, and specialty beverage services. The business is based at 9th Dest -Block 18029, Mohamed Al Qasabgy St - Building 6, Cairo, Al Obour City 11811, Egypt.",food_drink,9
Red Sea Prince,"SLS The Red Sea, Red Sea Governorate, Egypt",27.2219737,33.8373906,"cafe, fine_dining, luxury, restaurant, scenic","Red Sea Prince is a dining hub at SLS The Red Sea offering multiple venues, including Fi’lia, an Italian restaurant with seasonal ingredients, and The Perch, a day‑to‑late hangout with coffee and cocktails. Deluxe café provides creative pastries, while Floating World serves bold Japanese‑inspired dishes. The venue blends warm hospitality with a variety of culinary styles. ",food_drink,27
Caleo,"Cairo, Egypt",27.396159,33.673887,"cozy, local_favorite, restaurant","Palestinian restaurant serving authentic cuisine in Cairo, Egypt. Palestinian-owned restaurant offering oriental dishes, grills and Mandi cooked on firewood (Cairo-based). Palestinian Seafood Restaurant - A taste of Palestine from the heart of Egypt (Cairo-based).",food_drink,9
Karibu,"Plot 82, Ekhnatoun St., 1St District, 5th Compound, New cairo, Cairo Inside Silver Star Mall, Ground Floor",27.395928,33.673954,"local_favorite, restaurant, tourist_hotspot","Karibu is an Egyptian restaurant located in Cairo, Egypt. The venue falls under the Egyptian Restaurants category with a rating of 1+.",food_drink,9
Syake Sushi,"13 Gamaet El Dewal El Arabeya St., Mohandeseen, Giza",27.1976893,33.8401756,"cozy, fine_dining, luxury, restaurant","Syake Sushi offers a modern take on traditional Japanese sushi, blending authentic flavors with a contemporary setting. Located in Egypt, it provides a refined dining experience with a focus on fresh ingredients and creative rolls. The menu features a variety of rolls and sashimi, appealing to both sushi enthusiasts and newcomers.",food_drink,9
Arena,Mall of Egypt - Mall of Arabia,27.3191572,33.7117309,"cozy, instagrammable, local_favorite","Arena, Arena Water Instinct, and their design marks are registered trademarks of Arena S.p.A. Team for Int'l Trading is an exclusive & official distributor in Egypt of the following license of Arena S.p.A. Registered office: C.da Cisterna, 84/85 62029 Tolentino (MC) Italy.",other,27
Ristorante Tuscany,"16 Saray El Gezirah St., Zamalek, Cairo Inside Cairo Marriott Hotel & Omar Khayyam Casino",27.1971284,33.8450078,"cozy, fine_dining, luxury, restaurant","Ristorante Tuscany is an Italian restaurant located on 16 Saray El Gezirah Street in Zamalek, Cairo, inside the Cairo Marriott Hotel and Omar Khayyam Casino. The venue offers Italian cuisine within a hospitality setting described in the listing.",food_drink,9
Marrnet cafe,Maabad Habo Road,27.1969535,33.8439579,"cafe, cozy, family_friendly, local_favorite, tourist_hotspot","Marrnet cafe is a café and restaurant located in Medinet Habu near Luxor, Egypt, offering Egyptian cuisine. It is open daily from 6:00 AM to 8:00 PM and can be found on Maabad Habo Road. Reviewers praise its friendly family atmosphere, delicious chicken tagine, and scenic location near the historic Habu Temple.",food_drink,3
Bin 99 restaurant,Address not specified,27.1949734,33.8372096,"family_friendly, fine_dining, luxury, restaurant","More than a decade of crafting unforgettable dining experiences across Cairo. Balcon 99 is officially classified as a 5-Star Tourist Service Restaurant by the Egyptian Ministry of Tourism. Discover a thoughtfully designed menu featuring signature dishes, fresh ingredients, and refined flavors made to satisfy every taste.",food_drink,9
Carina cafe,"2 Abbas El Akkad St., Nasr city, Cairo",27.1929685,33.8355247,"budget_friendly, cafe, cozy, instagrammable, local_favorite","Carina cafe is a cozy café situated in Cairo, offering a selection of beverages and light meals in a relaxed setting. The venue is located on a street in the Nasr City area, providing easy access for locals and visitors. Its contemporary décor and friendly service make it a suitable spot for casual gatherings.",food_drink,9
Arabiano Pizza,,27.1920341,33.8339642,"family_friendly, fast_food, restaurant",Looking for delicious Fast Food Restaurants in your area? Check out Talabat's selection of top-rated Fast Food Restaurants in Egypt. Our restaurants offer a variety of dishes that are sure to satisfy any craving.,food_drink,9
Sonda restaurant,"Cairo, Egypt",27.1922439,33.8339526,"cafe, fast_food, restaurant","In 2019, the foodservice sector benefitted from a stable, growing economy and an increase in tourism numbers. The number of restaurants grew to 40,605, up by over a thousand units from 2018.",food_drink,9
Buffalo burger,"105 El Nozha St.,Triumph Square, Heliopolis, Cairo, EG",27.1899947,33.8330947,"fast_food, local_favorite, restaurant","Buffalo Burger is a burger restaurant that has been serving its signature burgers in Egypt for over 15 years. It operates multiple locations across Cairo, Giza, Alexandria, and other governorates, offering a variety of branches in malls, streets, and neighborhoods. The menu includes classic burgers and sides, aiming to bring an authentic burger experience.",food_drink,9
Bistro,"20 Asmaa Zaghloul St., Off El Tayaran St., Nasr city, Cairo Behind Sonesta Hotel, Tower & Casino Cairo",27.1217977,33.8291756,"cafe, restaurant",Email Us Send an email to  The Location Restaurant & Cafe for more information Categories: Cafes and Coffee Shops International Cuisine Restaurants Restaurants Eat Out Restaurants Home Delivery,food_drink,9
Eric's,"13 Gamaet El Dewal El Arabeya St., Mohandeseen, Giza",27.2185671,33.8377883,"cafe, hidden_gem, restaurant","Eric's is a restaurant located at 13 Gamaet El Dewal El Arabeya St., Mohandeseen, Giza, Egypt. It is listed under the categories of Cafes and Coffee Shops and Restaurants, offering dining options in the Mohandeseen district. Currently it has no ratings and invites customers to be the first reviewer.",food_drink,10
La Piazza,Address not specified in provided scraping results.,27.1590245,33.8256256,"cozy, family_friendly, fine_dining, restaurant","We believe that true Italian dining is an experience of warmth, celebration, and craftsmanship. Our seasonal menus honor time‑tested techniques while embracing modern innovation and vibrant, contemporary presentation.",food_drink,27
Rustika,"55RM+87H, Al Walideyah Al Qebleyah, Asyut 2, Assiut Governorate 2090371, Египет",27.2216081,33.8374696,"cafe, cozy, local_favorite, restaurant","Stika Cafe & Restaurant is a modern and welcoming establishment located in the picturesque city of Asyut. As a popular spot on the gastronomic map offered by Egypt, this place combines the coziness of an urban cafe with a full-service restaurant and quality hospitality. The city of Asyut is one of the oldest settlements in Upper Egypt, having maintained its significance for millennia. In the context of such a rich history, modern establishments like Stika Cafe & Restaurant represent a new chapter in the development of the urban environment.",food_drink,2
Sailors Beach Club,"Kiriş Mah. Sahil Cad. No:1 Kiriş, Kemer, 07980, Turkey",27.0475583,33.8919355,"beach, family_friendly, luxury, spa","Located right on the seafront, Sailor’s Beach Club features 2 outdoor pools, 1 indoor heated pool and a private beach area with free sun loungers and towels. Air-conditioned rooms include a satellite TV, mini-bar and a balcony with 2 chairs. All 3 meals are served in buffet style at Savarona Restaurant with an outdoor seating option.",relaxation,27
Il Gusto by Sailors,"Located in the heart of Sahl Hasheesh, Sailors Beach club",27.0480081,33.8917283,"cozy, fine_dining, restaurant, romantic, tourist_hotspot","Il Gusto by Sailors is an authentic Italian restaurant and wine bar located in the heart of Sahl Hasheesh, Sailors Beach club in Hurghada. It offers brunch, lunch, and dinner in a casual, upbeat, relaxing atmosphere with outdoor patio seating and indoor intimate setting. The venue also provides catering services for events and special occasions.",food_drink,27
Chef Ramadan,downtown Cairo,27.2206373,33.8365623,"cafe, restaurant, street_food","Every year, visitors planning a trip to Egypt during the month of Ramadan ask this question. Will food be available, can I find restaurants open during the day? Ride around with me in various neighborhoods of Cairo and Giza as I stop by restaurants, cafes and juice shops to find out if they are open, closed, and hours of operation for those that are open.",food_drink,9
Yades,"SODIC Commercial Complex, Southern 90th Street, Fifth Settlement, New Cairo, Cairo, EG",27.1030144,33.8296493,"budget_friendly, cozy, luxury","Furniture and Home Furnishings Manufacturing

### Company Size
1,001-5,000 employees  
19 associated members (LinkedIn members who've listed YADA EGYPT as their current workplace on their profile)

### Founded
2024

### Funding
Last Round Date: N/A
Last Round Type: N/A
Total Rounds: N/A
Last Round Raised: N/A

### Investors
N/A

### Specialties
Furniture and Home Furnishings Manufacturing

## Locations
SODIC Commercial Complex, Southern 90th Street, Fifth Settlement, New Cairo, Cairo, EG

### Get Directions
Directions

## Employees
Khaled Aziz (N/A):  Ahmed Raafat (N/A):  Ahmed Essam (N/A):  Mohamed Selim (N/A): [...] # YADA EGYPT
A Division of PADMA GROUP
Furniture and Home Furnishings Manufacturing • New Cairo, Cairo • 2,004 followers • 1,001-5,000 employees [...] ## Overview",other,9
ALF LELA Cafe,"Alf Leila Hotel, on El Fanar Street in the Lighthouse area, South Sinai Governorate, Egypt",27.1024284,33.8269327,"cafe, cozy, local_favorite","The Breakfast Cafe Dahab is a charming and cozy spot located at Alf Leila Hotel, on El Fanar Street in the Lighthouse area, South Sinai Governorate, Egypt. Nestled at the intersection of Peace Road and El Fanar Corner, this cafe offers a perfect escape for those looking to enjoy a leisurely meal in a relaxed and friendly atmosphere. It's particularly popular for its exceptional breakfast offerings, which have earned rave reviews from both locals and visitors alike.",food_drink,20
Dalila,,27.1044329,33.8331191,"cozy, local_favorite, restaurant","Dalila is a dining establishment situated in Cairo, Egypt, offering a selection of traditional Egyptian dishes in a comfortable setting. The venue emphasizes authentic flavors and provides a welcoming atmosphere for guests seeking a genuine culinary experience.",food_drink,9
Felucca,"P.O. Box 128, El Dahar El Cornish Road, Down Town,
Hurghada, Red Sea. Egypt.",27.1044101,33.8329494,"fine_dining, restaurant, scenic","Felucca Seafood Restaurant. SUMMER: 19:00 – 22:00 WINTER:18:30 – 22:00. P.O. Box 128, El Dahar El Cornish Road, Down Town,
Hurghada, Red Sea. Egypt.",food_drink,27
Nejm El Saeed,"Cairo, Cairo, Egypt",27.2171648,33.8382337,"fine_dining, luxury, restaurant","Nejm El Saeed is a prominent Egyptian restaurant management and operation company headquartered in Cairo. The firm oversees a diverse portfolio of dining venues that cater to both local patrons and tourists across the capital. With annual revenues exceeding $300 million, it is a key player in Egypt's food service industry.",food_drink,9
Elzayeem,"3 Honain Ibn Ishaq St., 7th District, Nasr city, Cairo",27.252905,33.8143516,"cafe, cozy, restaurant","Elzayeem is a restaurant and cafe located at 3 Honain Ibn Ishaq St., 7th District, Nasr city, Cairo, Egypt. It is listed under cafes and coffee shops, restaurants, and eat‑out categories. The venue invites customers to enjoy coffee and dining experiences, offering both food and beverage options.",food_drink,9
Al`dente,"King Khufu Center, Giza",27.0816171,33.858203,"cozy, fine_dining, restaurant","Al Dente showcases Neapolitan pizza from the restaurant’s centerpiece oven. Guests can enjoy fresh house-made pasta, fresh fish and meat offerings along with Italian desserts and a selection of gelato at this Italian restaurant.",food_drink,10
